Marking	English	Abbreviated Form	Full Form	Equivalent	Subfield1	Subfield2	Chinese	Recommendation	Count	A) 理論與應用語言學英漢辭典	B) 語言學名詞2011	C) 現代語言學詞典	D) 新編英漢語言學詞典	E) LSHK	Sort1
	structural approach				GEN	PHI	結構教學法						√		100
	structural Case				SEM	SYN	結構格	R				√			0
	structural case				SEM	SYN	結構格位	A		√					1
*	structural change	SC	structural change		HIS	SYN	結構變化	R				√			0
	structural change				HIS	SYN	結構變化	R		√					0
*	structural change	SC	structural change		SYN	HIS	結構變換						√		100
	structural dependency				SYN	GEN	結構依賴						√		100
*	structural description	SD	structural description		SYN		結構描寫	A				√			1
*	structural description	SD	structural description		SYN		結構描寫	A					√		1
	structural description				SYN		結構描述	A		√					1
	structural description				SYN		結構記述	A		√					1
	structural global method				SYN	GEN	整體結構法						√		100
*	structural grammar			structuralist grammar	SYN		結構［主義］語法	A				√			1
	structural grammar				SYN		結構語法	A					√		1
	structural grammar				SYN		結構語法	A		√					1
	structural grammar				SYN		結構派語法	A		√					1
	structural label				SYN		結構標籤						√		100
*	structural linguistics			structuralist linguistics	GEN	SYN	結構主義語言學	R			√				0
*	structural linguistics			structuralist linguistics	GEN	SYN	結構語言學派	A			√				1
	structural linguistics				GEN	SYN	結構語言學	A		√		√			1
	structural linguistics				GEN	PHI	結構（主義）語言學						√		100
	structural meaning				SEM		結構意義	R		√		√			0
	structural meaning				SEM		結構意義	R					√		0
	structural metaphor				SEM	APL	結構隱喻						√		100
	structural particle				MOR		結構助詞	R		√	√				0
	structural relation				SYN		結構關係	A		√					1
	structural relations				#		結構關係	D			√				2
	structural response item				APL	PSY	結構性反應項						√		100
	structural semantics				SEM		結構語意學（結構語義學）	R		√					0
	structural semantics				SEM		結構語義學	A			√	√			1
	structural semantics				SEM		結構語義學	A					√		1
	structural syllabus				APL		結構教學大綱						√		100
	structural word				MOR	SYN	結構詞						√		100
	structuralism				GEN		結構主義	R		√	√	√			0
	structuralism				GEN		結構主義	R					√		0
	structuralism				GEN		結構學派理論	A		√					1
	structuralist				GEN		結構主義的	R				√			0
	structuralist				GEN		結構學派語言學家	A		√					1
	structuralist grammar				GEN		結構主義語法	R			√				0
*	structuralist grammar			structural grammar	GEN		結構［主義］語法	A				√			1
	structuralist grammar				#		結構語法	D			√				2
*	structuralist linguistics			structural linguistics	GEN		結構主義語言學	R			√				0
	structuralist linguistics				GEN		結構主義語言學	R				√			0
	structuralist linguistics				GEN		結構主義語言學	R					√		0
*	structuralist linguistics			structural linguistics	GEN		結構語言學派	A			√				1
	structure				SYN		結構	A		√	√	√			1
	structure				SYN		結構	A					√		1
	structure drill				APL	PSY	結構練習						√		100
	structure index				SYN		結構指標	A		√					1
	structure index				SYN		結構標引	A		√		√			1
	structure word				MOR	SYN	結構詞						√		100
	structure-preserving constraint				SYN	GEN	結構維繫制約						√		100
	structure-preserving constraint				SYN	GEN	結構保存制約	R						√	
	structured response item				APL	PSY	結構反應項						√		100
	student-centred learning				APL	PSY	學生為中心的學習						√		100
	study skills				APL	PSY	學習技能						√		100
	stutter				PSY	NRL	口吃						√		100
*	style			genre	SOC	DSC	語體	R				√			0
	style				SOC	DSC	文體	R		√	√				0
	style				SOC	DSC	語言風格	R		√					0
	style				SOC	DSC	語體	R		√					0
	style				SOC	DSC	文體	R					√		0
	style				SOC	DSC	語體	R					√		0
	style				SOC	DSC	風格	A				√			1
	style				SOC	DSC	風格	A					√		1
	style shift				DSC	SOC	語體轉變						√		100
*	stylistic			stylo-	DSC		風格［學］的	R				√			0
	stylistic				DSC		語體［學］的	R				√			0
	stylistic				DSC		風格的	R		√					0
	stylistic				DSC		文體的	A		√					1
	stylistic				DSC		體裁的	A		√					1
	stylistic features				DSC	SOC	語體特徵						√		100
	stylistic meaning				DSC	SOC	語體意義						√		100
	stylistic rule				DSC		修辭規則	R						√	0
	stylistic rule				DSC		體裁規律	A		√					1
	stylistic rules				#		風格規則	D				√			2
	stylistic variation				DSC	SOC	語體變異						√		100
	stylistic variety				DSC	SOC	語體品種						√		100
	stylistic variety				DSC	SOC	語體變體	R						√	
	stylistics				DSC		語體學	R				√			0
	stylistics				DSC		語體學	R					√		0
	stylistics				DSC		修辭學	A		√					1
	stylistics				DSC		文體學	A		√					1
	stylistics				DSC		風格學	A		√		√			1
	stylistics				DSC		體裁學	A		√					1
	stylistics				DSC		風格學	A					√		1
	stylistics				DSC		文體學	A					√		1
	stylistics				DSC		文體學	A			√				1
	stylistics				DSC		風格學	A			√				1
	stylostatistics				DSC	APL	統計語體學						√		100
	sub-clause				SYN	GEN	從句						√		100
	sub-selection model				APL	PSY	次選擇範疇						√		100
	sub-standard				SOC		次標準語	R				√			0
	sub-standard				SOC		次標準語	R					√		0
	sub-standard				SOC		次標準（語）	A		√					1
	subcategorization				SYN	GEN	次範疇化						√		100
	subcategorization				SYN	GEN	次語類化						√		100
	subcategorization				SYN	GEN	子語類化						√		100
	subcategorization agreement				SYN	GEN	次範疇一致關係						√		100
	subcategorization frame				SYN	GEN	次範疇化表述框架						√		100
	subcategorization frame				SYN	GEN	次範疇化分類框架	R						√	
	subcategorization property				SYN	GEN	次範疇化屬性						√		100
	subcategorized set				SYN	GEN	次範疇化集						√		100
	subcategory				GEN		次範疇						√		100
	subcomponent				GEN		下屬部分						√		100
	subcomponent				GEN		子部分	R						√	
	subglottal pressure				PHT		聲門下壓力	R		√	√				0
	subglottal pressure				PHT		喉下壓力	A			√				1
	subjacency condition				SYN		鄰接條件	R				√			0
	subjacency condition				SYN		下接條件	A		√					1
	subjacency condition				SYN		承接條件	A		√					1
	subjacency condition				SYN	GEN	毗鄰條件						√		100
	subjacency condition				SYN	GEN	鄰近條件制約	R						√	
*	subject	S	subject		GEN		主語	R				√			0
	subject				GEN		主語	R			√				0
	subject				GEN		主語	R					√		0
	subject				SYN		本體						√		100
	subject				SYN		主語	R						√	
	subject				GEN		主語	R		√					0
	subject				GEN		主詞	A		√					1
	subject				SEM		受試者	A		√					1
	subject				DSC		主題	R		√					0
	subject agreement constituent				SYN		主語一致關係成分						√		100
	subject complement				SYN		主語補足語						√		100
	subject condition				SYN	GEN	主語條件						√		100
	subject condition				SYN	GEN	主語制約	R						√	
	subject control				SYN		主語控制						√		100
	subject vs. predicate				SYN	PHI	主語對謂語						√		100
	subject-prominent language				TYP	SYN	突出主語的語言						√		100
	subject-prominent language				TYP	SYN	SP語言						√		100
	subject-prominent language				TYP	SYN	主語鮮明語言	R						√	
	subject-raising				SYN		主語提升	A		√		√			1
	subject-raising				#		主題提升	D		√					2
*	subjective			NOM	MOR		主格	R				√			0
*	subjective			nominative	MOR		主格	R				√			0
	subjective				MOR		主格	R					√		0
	subjective				MOR		主詞的	A		√					1
	subjective				MOR		主語性的	A		√					1
	subjective				MOR		主語的	A		√					1
	subjective				MOR		體詞	A		√					1
	subjective				DSC		主觀的	R		√					0
	subjective				DSC		主觀測驗	A		√					1
	subjective genitive				SYN		主格所有格						√		100
	subjective genitive				SYN		主格領屬格	R						√	
	subjective pronoun				SYN		主語代詞						√		100
	subjective test				APL		主觀考試						√		100
	subjective test item				APL		主觀性試題						√		100
	subjective-objective polarity				APL		主觀－客觀兩極性						√		100
	subjectivity and subjectification				SEM	SYN	主觀性與主觀化						√		100
	subjunct				MOR		次修飾語	A		√					1
	subjunct				MOR		附從語	A				√			1
	subjunct				#		小句子狀語用法	D		√					2
*	subjunctive mode			subjunctive mood	SYN		虛擬式						√		100
*	subjunctive mode			subjunctive mood	SYN		虛擬語氣						√		100
*	subjunctive mood			subjunctive mode	SYN		虛擬式						√		100
*	subjunctive mood			subjunctive mode	SYN		虛擬語氣						√		100
	sublanguage				SOC	GEN	次語言						√		100
	submersion programme				APL	PSY	沉浸式教育項目						√		100
	subordinate				SYN		從屬語	A				√			1
	subordinate				SYN	MOR	從屬詞						√		100
	subordinate				SYN	MOR	從屬形式	R						√	
	subordinate				SYN		從屬	A		√					1
	subordinate				SYN		子義	A		√					1
	subordinate				SYN		從屬義	A		√					1
	subordinate clause				SYN		從句	A				√			1
	subordinate clause				SYN		從屬分句	A		√					1
	subordinate clause				SYN		從屬子句	A		√					1
	subordinate clause				SYN		從屬小句	A				√			1
	subordinate clause				SYN		從句	A					√		1
*	subordinating conjunction			subordinator	SYN		從屬連詞	A				√			1
*	subordinating conjunction			subordinative conjunction	SYN		從屬連詞	A					√		1
	subordinating conjunction				SYN		從屬連詞	A		√					1
	subordination				SYN		主從關係	A		√		√			1
	subordination				SYN		從屬關係	A		√					1
	subordination				SYN		附屬子句結構	A		√					1
	subordination				SYN		主從關係	A					√		1
*	subordinative conjunction			subordinating conjunction	SYN		從屬連詞						√		100
*	subordinator			subordinating conjunction	MOR		從屬連詞	R				√			0
	subordinator				MOR		主從連詞	R				√			0
	subordinator				MOR		從屬連詞	R		√					0
	subordinator				MOR		從屬連詞	R					√		0
	subphonemic variant				PHN		次音位變體						√		100
	subsidiary				GEN		輔助的	A		√					1
*	subsidiary			appendix	#		附錄	D			√				2
	substance				GEN		實體	A				√			1
	substance				GEN		實體	A					√		1
	substance				GEN		實體	A		√					1
	substance				GEN		材質	A		√					1
	substance				SEM		體	A		√					1
	substance				SEM		物質	A		√					1
	substantive				MOR		體詞	R			√				0
	substantive				MOR		名詞	R					√		0
	substantive				MOR		體詞	R		√					0
	substantive				MOR		實體［共相］	A				√			1
	substantive				MOR		名詞	R		√					0
	substantive				MOR		體詞	R				√			0
	substantive				SEM		實質的	R		√					0
	substantive universal				SEM		實質共性	R			√				0
	substantive universal				SEM		實質的普遍性	R		√					0
	substantive universal				SEM		實體共相	A			√				1
	substantive universal				GEN	SYN	實體普遍現象						√		100
	substantive universal				GEN	SYN	實體共性	R						√	
*	substantive universals			substantival universals	#		實體共相	D				√			2
	substitute				GEN		替代	R		√					0
	substitute				MOR		代用詞	A		√					1
	substitute				MOR		替換詞	A		√					1
	substitute				MOR		替換項	A				√			1
	substitute				GEN		替代詞						√		100
	substitute word				MOR		替換詞	A				√			1
	substitute word				MOR		替換詞	A		√					1
	substitute word				MOR		替代詞	R		√					0
	substitution				SYN		代換（作用）	A		√					1
	substitution				SYN		代換法	A		√					1
	substitution				SYN		替代	A			√				1
	substitution				SYN		替換	A			√	√			1
	substitution				SYN		替換法	A			√				1
	substitution				SYN		替代	A					√		1
	substitution				SYN		替換法	A					√		1
	substitution class				SYN	GEN	替換類						√		100
	substitution drill				APL		替換練習						√		100
	substitution frame				SYN		代換格式	A		√					1
	substitution frame				SYN		替換框架	A				√			1
